chisel:array/end_stone	giant	chisel:block/array/end_stone	block/cube_all	chisel:block/array/end_stone	chisel:block/ctm/array/end_stone/0	chisel:block/ctm/array/end_stone/1	chisel:block/ctm/array/end_stone/2	chisel:block/ctm/array/end_stone/3	be550678136453d84336fb38856111369d60532e2e2d90ab2eff60a63fa0a137
chisel:array/glowstone	giant	chisel:block/array/glowstone	block/cube_all	chisel:block/array/glowstone	chisel:block/ctm/array/glowstone/0	chisel:block/ctm/array/glowstone/1	chisel:block/ctm/array/glowstone/2	chisel:block/ctm/array/glowstone/3	7eafcf0663be0513e285923e92ddf310589220ff3d49c26beb4c98f0322263cc
chisel:array/granite	ctm	chisel:block/array/granite	block/cube_all	chisel:block/ctm/array/granite/0	chisel:block/ctm/array/granite/1	chisel:block/ctm/array/granite/4	chisel:block/ctm/array/granite/2	chisel:block/ctm/array/granite/3	dc8db37e87a31176ab1826f388d745c7a761aa70ac89e3bd78214cb2b77a1463
chisel:array/gray_concrete	giant	chisel:block/array/gray_concrete	block/cube_all	chisel:block/array/gray_concrete	chisel:block/ctm/array/gray_concrete/0	chisel:block/ctm/array/gray_concrete/1	chisel:block/ctm/array/gray_concrete/2	chisel:block/ctm/array/gray_concrete/3	a12efb091b96f433c55c7a2eabe06759b477c428e9e6d6613952f46bfa45540e
chisel:array/green_concrete	giant	chisel:block/array/green_concrete	block/cube_all	chisel:block/array/green_concrete	chisel:block/ctm/array/green_concrete/0	chisel:block/ctm/array/green_concrete/1	chisel:block/ctm/array/green_concrete/2	chisel:block/ctm/array/green_concrete/3	2db295be1cc22b2526d5914a7647b85651f44af6be2ace3a6dd51e61472f9f2e
chisel:array/ice	giant	chisel:block/array/ice	block/cube_all	chisel:block/array/ice	chisel:block/ctm/array/ice/0	chisel:block/ctm/array/ice/1	chisel:block/ctm/array/ice/2	chisel:block/ctm/array/ice/3	d8e3a7445a95b5e6b58d464ab531c696c903c863065b9b09dc6d8d85067a0d48
chisel:array/light_blue_concrete	giant	chisel:block/array/light_blue_concrete	block/cube_all	chisel:block/array/light_blue_concrete	chisel:block/ctm/array/light_blue_concrete/0	chisel:block/ctm/array/light_blue_concrete/1	chisel:block/ctm/array/light_blue_concrete/2	chisel:block/ctm/array/light_blue_concrete/3	90ca57a0a88fc428658ee28d21fc780db41b79b32180f42ef87b864af8828861
chisel:array/light_gray_concrete	giant	chisel:block/array/light_gray_concrete	block/cube_all	chisel:block/array/light_gray_concrete	chisel:block/ctm/array/light_gray_concrete/0	chisel:block/ctm/array/light_gray_concrete/1	chisel:block/ctm/array/light_gray_concrete/2	chisel:block/ctm/array/light_gray_concrete/3	ee61abb478f1029377ea1b8091125c36b1934bc9a5da62e0b77ca5febdeb6181
chisel:array/lime_concrete	giant	chisel:block/array/lime_concrete	block/cube_all	chisel:block/array/lime_concrete	chisel:block/ctm/array/lime_concrete/0	chisel:block/ctm/array/lime_concrete/1	chisel:block/ctm/array/lime_concrete/2	chisel:block/ctm/array/lime_concrete/3	8ea07c87894940702189bd19b96969e9311b835f60068da59945662c1af5afec
chisel:array/magenta_concrete	giant	chisel:block/array/magenta_concrete	block/cube_all	chisel:block/array/magenta_concrete	chisel:block/ctm/array/magenta_concrete/0	chisel:block/ctm/array/magenta_concrete/1	chisel:block/ctm/array/magenta_concrete/2	chisel:block/ctm/array/magenta_concrete/3	2502ce5b563449405822857a217dc2d2de7f096792155830efdcfcb0c7c64366
chisel:array/orange_concrete	giant	chisel:block/array/orange_concrete	block/cube_all	chisel:block/array/orange_concrete	chisel:block/ctm/array/orange_concrete/0	chisel:block/ctm/array/orange_concrete/1	chisel:block/ctm/array/orange_concrete/2	chisel:block/ctm/array/orange_concrete/3	ce15787590655ce69da5a8fbdaafe14539aba9b80be7415fce5239845f43e7ee
chisel:array/pink_concrete	giant	chisel:block/array/pink_concrete	block/cube_all	chisel:block/array/pink_concrete	chisel:block/ctm/array/pink_concrete/0	chisel:block/ctm/array/pink_concrete/1	chisel:block/ctm/array/pink_concrete/2	chisel:block/ctm/array/pink_concrete/3	6f9414bde7547bfd93f5ed65fc42d437fc6bf705f322135aaf2a1a91562c4a40
chisel:array/prismarine	giant	chisel:block/array/prismarine	block/cube_all	chisel:block/array/prismarine	chisel:block/ctm/array/prismarine/0	chisel:block/ctm/array/prismarine/1	chisel:block/ctm/array/prismarine/2	chisel:block/ctm/array/prismarine/3	e390911193cf6108d0fb3867a1a9754eaf3f697d9a929cd64d2135467340d8b4
chisel:array/purple_concrete	giant	chisel:block/array/purple_concrete	block/cube_all	chisel:block/array/purple_concrete	chisel:block/ctm/array/purple_concrete/0	chisel:block/ctm/array/purple_concrete/1	chisel:block/ctm/array/purple_concrete/2	chisel:block/ctm/array/purple_concrete/3	a9e48cbb0dab3643345d4397d203bc9b2cf281002f7bcd863950a7d67a91e0a7
chisel:array/purpur	giant	chisel:block/array/purpur	block/cube_all	chisel:block/array/purpur	chisel:block/ctm/array/purpur/0	chisel:block/ctm/array/purpur/1	chisel:block/ctm/array/purpur/2	chisel:block/ctm/array/purpur/3	66f12e5a753810bd77d411602615863c3b3c4e78e155da77bf3e6cd1bcdaeb33
chisel:array/quartz	giant	chisel:block/array/quartz	block/cube_all	chisel:block/array/quartz	chisel:block/ctm/array/quartz/0	chisel:block/ctm/array/quartz/1	chisel:block/ctm/array/quartz/2	chisel:block/ctm/array/quartz/3	e12076658cf494d4fdd8f9ea8d0dc13704012c38a41746df77bccae63a087250
chisel:array/red_concrete	giant	chisel:block/array/red_concrete	block/cube_all	chisel:block/array/red_concrete	chisel:block/ctm/array/red_concrete/0	chisel:block/ctm/array/red_concrete/1	chisel:block/ctm/array/red_concrete/2	chisel:block/ctm/array/red_concrete/3	f13c6660cb96be6ac966ab453bd95f17c31210e292f04b1cd088f50a64472503
chisel:array/red_sandstone	giant	chisel:block/array/red_sandstone	block/cube_all	chisel:block/array/red_sandstone	chisel:block/ctm/array/red_sandstone/0	chisel:block/ctm/array/red_sandstone/1	chisel:block/ctm/array/red_sandstone/2	chisel:block/ctm/array/red_sandstone/3	8b52e40878ce6ed3011602553f1a361df086d808ea2242aa161372c39e8a71fa
chisel:array/redstone_block	giant	chisel:block/array/redstone_block	block/cube_all	chisel:block/array/redstone_block	chisel:block/ctm/array/redstone_block/0	chisel:block/ctm/array/redstone_block/1	chisel:block/ctm/array/redstone_block/2	chisel:block/ctm/array/redstone_block/3	d261f413985baecfa5e1d6ad6d8de22f783376041b73f824e25365bbd6bfb762
chisel:array/sandstone	giant	chisel:block/array/sandstone	block/cube_all	chisel:block/array/sandstone	chisel:block/ctm/array/sandstone/0	chisel:block/ctm/array/sandstone/1	chisel:block/ctm/array/sandstone/2	chisel:block/ctm/array/sandstone/3	bbb9614a2160f71f0301bc507036837231db35ab7342b1e7dd08dde4071718f4
chisel:array/stone	giant	chisel:block/array/stone	block/cube_all	chisel:block/array/stone	chisel:block/ctm/array/stone/0	chisel:block/ctm/array/stone/1	chisel:block/ctm/array/stone/2	chisel:block/ctm/array/stone/3	6dbc9442c48b6aded8514ae1330a3eda2d34d9392a4dbe605d662cc8b9c69726
chisel:array/white_concrete	giant	chisel:block/array/white_concrete	block/cube_all	chisel:block/array/white_concrete	chisel:block/ctm/array/white_concrete/0	chisel:block/ctm/array/white_concrete/1	chisel:block/ctm/array/white_concrete/2	chisel:block/ctm/array/white_concrete/3	63032565963cea9a60146fe6cba23cb08393f3f7990a566a388fe2b9b463ee8e
chisel:array/yellow_concrete	giant	chisel:block/array/yellow_concrete	block/cube_all	chisel:block/array/yellow_concrete	chisel:block/ctm/array/yellow_concrete/0	chisel:block/ctm/array/yellow_concrete/1	chisel:block/ctm/array/yellow_concrete/2	chisel:block/ctm/array/yellow_concrete/3	f47c3d6825cfb8e4404dbf43f754db77883adac4c443004f5bf81bbd2402a33c
chisel:braid/acacia_planks	ctm	chisel:block/braid/acacia_planks	block/cube_all	chisel:block/ctm/braid/acacia_planks/0	chisel:block/ctm/braid/acacia_planks/1	chisel:block/ctm/braid/acacia_planks/4	chisel:block/ctm/braid/acacia_planks/2	chisel:block/ctm/braid/acacia_planks/3	1f4bcbd7fd9832ef9b46b58fac12444e1c9e0d113aa744636d0c0331eb8ad29b
chisel:braid/birch_planks	ctm	chisel:block/braid/birch_planks	block/cube_all	chisel:block/ctm/braid/birch_planks/0	chisel:block/ctm/braid/birch_planks/1	chisel:block/ctm/braid/birch_planks/4	chisel:block/ctm/braid/birch_planks/2	chisel:block/ctm/braid/birch_planks/3	95a08e0766f0ff5f66e688a8f1e046a1c6d5f601bbfe3d5b46d5f9b9e5dc77de
chisel:braid/crimson_planks	ctm	chisel:block/braid/crimson_planks	block/cube_all	chisel:block/ctm/braid/crimson_planks/0	chisel:block/ctm/braid/crimson_planks/1	chisel:block/ctm/braid/crimson_planks/4	chisel:block/ctm/braid/crimson_planks/2	chisel:block/ctm/braid/crimson_planks/3	642a0a2d5cd04a43f1a722029cf81575b7ee36b525cea31e621dd16940e1f376
chisel:braid/dark_oak_planks	ctm	chisel:block/braid/dark_oak_planks	block/cube_all	chisel:block/ctm/braid/dark_oak_planks/0	chisel:block/ctm/braid/dark_oak_planks/1	chisel:block/ctm/braid/dark_oak_planks/4	chisel:block/ctm/braid/dark_oak_planks/2	chisel:block/ctm/braid/dark_oak_planks/3	b43ff71c3990f3541471b4dc49ee674368f3f3be4d56ccc4b1ae4a4fc0cb3ad0
chisel:braid/jungle_planks	ctm	chisel:block/braid/jungle_planks	block/cube_all	chisel:block/ctm/braid/jungle_planks/0	chisel:block/ctm/braid/jungle_planks/1	chisel:block/ctm/braid/jungle_planks/4	chisel:block/ctm/braid/jungle_planks/2	chisel:block/ctm/braid/jungle_planks/3	77a8116d7467c675d29a081c4063f14b9746bc432583035d8b7e9d0137279990
chisel:braid/oak_planks	ctm	chisel:block/braid/oak_planks	block/cube_all	chisel:block/ctm/braid/oak_planks/0	chisel:block/ctm/braid/oak_planks/1	chisel:block/ctm/braid/oak_planks/4	chisel:block/ctm/braid/oak_planks/2	chisel:block/ctm/braid/oak_planks/3	810bac69e3b99f729e105672a216bd86fcd85ccd058bb78d1cf2babad9ca5830
chisel:braid/spruce_planks	ctm	chisel:block/braid/spruce_planks	block/cube_all	chisel:block/ctm/braid/spruce_planks/0	chisel:block/ctm/braid/spruce_planks/1	chisel:block/ctm/braid/spruce_planks/4	chisel:block/ctm/braid/spruce_planks/2	chisel:block/ctm/braid/spruce_planks/3	53ce23653e10bdcb33eb4aba715f2fafee4e91e449e93a1d4b0f0fb05a0f64ff
chisel:bubble/glass	ctm	chisel:block/bubble/glass	block/cube_all	chisel:block/ctm/bubble/glass/0	chisel:block/ctm/bubble/glass/1	chisel:block/ctm/bubble/glass/4	chisel:block/ctm/bubble/glass/2	chisel:block/ctm/bubble/glass/3	68b401ba046570026970b55f2b016f90961ad97394d5077cfdab7823a2070d20
chisel:cells/diamond_block	giant	chisel:block/cells/diamond_block	block/cube_all	chisel:block/cells/diamond_block	chisel:block/ctm/cells/diamond_block/0	chisel:block/ctm/cells/diamond_block/1	chisel:block/ctm/cells/diamond_block/2	chisel:block/ctm/cells/diamond_block/3	c8324cd212050b7208f0c5f21bb0f0b9be9d07609e1aee28acc3f778a5a29442
chisel:chrono/glass	ctm	chisel:block/chrono/glass	block/cube_all	chisel:block/ctm/chrono/glass/0	chisel:block/ctm/chrono/glass/1	chisel:block/ctm/chrono/glass/4	chisel:block/ctm/chrono/glass/2	chisel:block/ctm/chrono/glass/3	ed7ef39f241bbc1ceb6ccc31da45ae926cb7bde413c5dd9b72b2f466027aeb73
chisel:circular/andesite	ctm	chisel:block/circular/andesite	block/cube_all	chisel:block/ctm/circular/andesite/0	chisel:block/ctm/circular/andesite/1	chisel:block/ctm/circular/andesite/4	chisel:block/ctm/circular/andesite/2	chisel:block/ctm/circular/andesite/3	e2c99b1a50d95118b8980f166684a93fd701114be0657b5afa7c358ffcbfb494
chisel:circular/black_concrete	ctm	chisel:block/circular/black_concrete	block/cube_all	chisel:block/ctm/circular/black_concrete/0	chisel:block/ctm/circular/black_concrete/1	chisel:block/ctm/circular/black_concrete/4	chisel:block/ctm/circular/black_concrete/2	chisel:block/ctm/circular/black_concrete/3	1fa727905b52e4c73e268c72aa3f37f1b36f3c2bc5dc3188644345a6b32b0121
chisel:circular/blue_concrete	ctm	chisel:block/circular/blue_concrete	block/cube_all	chisel:block/ctm/circular/blue_concrete/0	chisel:block/ctm/circular/blue_concrete/1	chisel:block/ctm/circular/blue_concrete/4	chisel:block/ctm/circular/blue_concrete/2	chisel:block/ctm/circular/blue_concrete/3	73da6b8ab6d1755d37b29443ea54ffca2b320ebd55ebe7b69bf4bb0bfc77636c
chisel:circular/bricks	ctm	chisel:block/circular/bricks	block/cube_all	chisel:block/ctm/circular/bricks/0	chisel:block/ctm/circular/bricks/1	chisel:block/ctm/circular/bricks/4	chisel:block/ctm/circular/bricks/2	chisel:block/ctm/circular/bricks/3	a0e7e3fe90323a625e53e05a95bacdeda1a8bd278dbdd2881909c6773ae13b84
chisel:circular/brown_concrete	ctm	chisel:block/circular/brown_concrete	block/cube_all	chisel:block/ctm/circular/brown_concrete/0	chisel:block/ctm/circular/brown_concrete/1	chisel:block/ctm/circular/brown_concrete/4	chisel:block/ctm/circular/brown_concrete/2	chisel:block/ctm/circular/brown_concrete/3	20445fdb9fbdca12bb7118019eeb506c0e4245c16a7073e6c481b8835556c784
chisel:circular/coal_block	ctm	chisel:block/circular/coal_block	block/cube_all	chisel:block/ctm/circular/coal_block/0	chisel:block/ctm/circular/coal_block/1	chisel:block/ctm/circular/coal_block/4	chisel:block/ctm/circular/coal_block/2	chisel:block/ctm/circular/coal_block/3	cb9fa7adc9933e2aa1feeb8487bd466ffa57f023e617af54d899fb41ddfd2d67
chisel:circular/cobblestone	ctm	chisel:block/circular/cobblestone	block/cube_all	chisel:block/ctm/circular/cobblestone/0	chisel:block/ctm/circular/cobblestone/1	chisel:block/ctm/circular/cobblestone/4	chisel:block/ctm/circular/cobblestone/2	chisel:block/ctm/circular/cobblestone/3	5289b8b02682a14521b142e1f07af07df40f4ef55864b4288261a72a342c53ad
chisel:circular/cyan_concrete	ctm	chisel:block/circular/cyan_concrete	block/cube_all	chisel:block/ctm/circular/cyan_concrete/0	chisel:block/ctm/circular/cyan_concrete/1	chisel:block/ctm/circular/cyan_concrete/4	chisel:block/ctm/circular/cyan_concrete/2	chisel:block/ctm/circular/cyan_concrete/3	98993464540282b575364d096ddf52eec7685353f725cc149ca1154d72cfec90
chisel:circular/deepslate	ctm	chisel:block/circular/deepslate	block/cube_all	chisel:block/ctm/circular/deepslate/0	chisel:block/ctm/circular/deepslate/1	chisel:block/ctm/circular/deepslate/4	chisel:block/ctm/circular/deepslate/2	chisel:block/ctm/circular/deepslate/3	ecdd3008521f3d7e26b1ace1f0627321dbd18b6a85d0dc97e3636e4c4513aa83
chisel:circular/diorite	ctm	chisel:block/circular/diorite	block/cube_all	chisel:block/ctm/circular/diorite/0	chisel:block/ctm/circular/diorite/1	chisel:block/ctm/circular/diorite/4	chisel:block/ctm/circular/diorite/2	chisel:block/ctm/circular/diorite/3	d5a76a6f3760801fffecb99717d1630c8d92b89e4eca4626e94fbd6d04722a13
chisel:circular/end_stone	ctm	chisel:block/circular/end_stone	block/cube_all	chisel:block/ctm/circular/end_stone/0	chisel:block/ctm/circular/end_stone/1	chisel:block/ctm/circular/end_stone/4	chisel:block/ctm/circular/end_stone/2	chisel:block/ctm/circular/end_stone/3	6487e52212ae05ba9d9d81356b99d4e42c6c967779ffb325761df8e4a50072b7
chisel:circular/granite	ctm	chisel:block/circular/granite	block/cube_all	chisel:block/ctm/circular/granite/0	chisel:block/ctm/circular/granite/1	chisel:block/ctm/circular/granite/4	chisel:block/ctm/circular/granite/2	chisel:block/ctm/circular/granite/3	82a1ad20b45f6cef29a0869b7ada6a04cc138158e1e5b42e606a6f6b0a99d2bf
chisel:circular/gray_concrete	ctm	chisel:block/circular/gray_concrete	block/cube_all	chisel:block/ctm/circular/gray_concrete/0	chisel:block/ctm/circular/gray_concrete/1	chisel:block/ctm/circular/gray_concrete/4	chisel:block/ctm/circular/gray_concrete/2	chisel:block/ctm/circular/gray_concrete/3	98db06b37169182a298fa8fa0d1c9282b055d4fda2558701e5327c7cbef8fd91
chisel:circular/green_concrete	ctm	chisel:block/circular/green_concrete	block/cube_all	chisel:block/ctm/circular/green_concrete/0	chisel:block/ctm/circular/green_concrete/1	chisel:block/ctm/circular/green_concrete/4	chisel:block/ctm/circular/green_concrete/2	chisel:block/ctm/circular/green_concrete/3	2b768b9a5b2391bc6c1a76113523ce5b0ab048ffa82b861d6b2ea25d6e08b84f
chisel:circular/ice	ctm	chisel:block/circular/ice	block/cube_all	chisel:block/ctm/circular/ice/0	chisel:block/ctm/circular/ice/1	chisel:block/ctm/circular/ice/4	chisel:block/ctm/circular/ice/2	chisel:block/ctm/circular/ice/3	8302c8be7747c1351b088f11516af10783495a332252ef98bf54453c9a68c148
chisel:circular/light_blue_concrete	ctm	chisel:block/circular/light_blue_concrete	block/cube_all	chisel:block/ctm/circular/light_blue_concrete/0	chisel:block/ctm/circular/light_blue_concrete/1	chisel:block/ctm/circular/light_blue_concrete/4	chisel:block/ctm/circular/light_blue_concrete/2	chisel:block/ctm/circular/light_blue_concrete/3	caced9fba7c22773f2a40c88b2dbb5aff59315495fa3e836361d01138cfa6f26
chisel:circular/light_gray_concrete	ctm	chisel:block/circular/light_gray_concrete	block/cube_all	chisel:block/ctm/circular/light_gray_concrete/0	chisel:block/ctm/circular/light_gray_concrete/1	chisel:block/ctm/circular/light_gray_concrete/4	chisel:block/ctm/circular/light_gray_concrete/2	chisel:block/ctm/circular/light_gray_concrete/3	a8481ec7ad13f6def2276836b8fa855adcfecb542e9cb02bf300cc09e0187060
chisel:circular/lime_concrete	ctm	chisel:block/circular/lime_concrete	block/cube_all	chisel:block/ctm/circular/lime_concrete/0	chisel:block/ctm/circular/lime_concrete/1	chisel:block/ctm/circular/lime_concrete/4	chisel:block/ctm/circular/lime_concrete/2	chisel:block/ctm/circular/lime_concrete/3	9d806242f5466291e4dffa76d7bfe78afa6bbc639e0031896d2284c0e705405e
chisel:circular/magenta_concrete	ctm	chisel:block/circular/magenta_concrete	block/cube_all	chisel:block/ctm/circular/magenta_concrete/0	chisel:block/ctm/circular/magenta_concrete/1	chisel:block/ctm/circular/magenta_concrete/4	chisel:block/ctm/circular/magenta_concrete/2	chisel:block/ctm/circular/magenta_concrete/3	be090ccef890889ba2be1d3a33565473b84dd88f45048861726e5a3a0d0b6602
chisel:circular/orange_concrete	ctm	chisel:block/circular/orange_concrete	block/cube_all	chisel:block/ctm/circular/orange_concrete/0	chisel:block/ctm/circular/orange_concrete/1	chisel:block/ctm/circular/orange_concrete/4	chisel:block/ctm/circular/orange_concrete/2	chisel:block/ctm/circular/orange_concrete/3	f0e8c9dcb8552302ffee2e6ddd9fa214eedae60746e9a0d8e7c32b28a2c54b1d
chisel:circular/pink_concrete	ctm	chisel:block/circular/pink_concrete	block/cube_all	chisel:block/ctm/circular/pink_concrete/0	chisel:block/ctm/circular/pink_concrete/1	chisel:block/ctm/circular/pink_concrete/4	chisel:block/ctm/circular/pink_concrete/2	chisel:block/ctm/circular/pink_concrete/3	147d82646486d30cfa90a645b0320cc7a54d62d0d86f02820002998735b59038
chisel:circular/prismarine	ctm	chisel:block/circular/prismarine	block/cube_all	chisel:block/ctm/circular/prismarine/0	chisel:block/ctm/circular/prismarine/1	chisel:block/ctm/circular/prismarine/4	chisel:block/ctm/circular/prismarine/2	chisel:block/ctm/circular/prismarine/3	302166a5f38b168344142925528bfcadd768743a5cbefe56478afc2ba9eb4b6a
chisel:circular/purple_concrete	ctm	chisel:block/circular/purple_concrete	block/cube_all	chisel:block/ctm/circular/purple_concrete/0	chisel:block/ctm/circular/purple_concrete/1	chisel:block/ctm/circular/purple_concrete/4	chisel:block/ctm/circular/purple_concrete/2	chisel:block/ctm/circular/purple_concrete/3	f16e14c7f4e40881d2f4a90f3ec2a33ff1081016697476c80564bc3f32ef9bd6
chisel:circular/purpur	ctm	chisel:block/circular/purpur	block/cube_all	chisel:block/ctm/circular/purpur/0	chisel:block/ctm/circular/purpur/1	chisel:block/ctm/circular/purpur/4	chisel:block/ctm/circular/purpur/2	chisel:block/ctm/circular/purpur/3	3e7f98c5bd81ae39dfa399be7eba939bd74651772b2aebf931a8101583366991
chisel:circular/quartz	ctm	chisel:block/circular/quartz	block/cube_all	chisel:block/ctm/circular/quartz/0	chisel:block/ctm/circular/quartz/1	chisel:block/ctm/circular/quartz/4	chisel:block/ctm/circular/quartz/2	chisel:block/ctm/circular/quartz/3	3c8ac7ea22f60f6f1696a3ccd930153410097b4f6f0a1564b674981b382743f1
chisel:circular/red_concrete	ctm	chisel:block/circular/red_concrete	block/cube_all	chisel:block/ctm/circular/red_concrete/0	chisel:block/ctm/circular/red_concrete/1	chisel:block/ctm/circular/red_concrete/4	chisel:block/ctm/circular/red_concrete/2	chisel:block/ctm/circular/red_concrete/3	9c370dd22909c3c78d406d949777189d355b27871818a4d36ac35daaf9e2e340
chisel:circular/red_sandstone	ctm	chisel:block/circular/red_sandstone	block/cube_all	chisel:block/ctm/circular/red_sandstone/0	chisel:block/ctm/circular/red_sandstone/1	chisel:block/ctm/circular/red_sandstone/4	chisel:block/ctm/circular/red_sandstone/2	chisel:block/ctm/circular/red_sandstone/3	d08c7b6ec5debf1f66c67a65f067d2e6bc2596be7c402f0662817652ac675f72
chisel:circular/sandstone	ctm	chisel:block/circular/sandstone	block/cube_all	chisel:block/ctm/circular/sandstone/0	chisel:block/ctm/circular/sandstone/1	chisel:block/ctm/circular/sandstone/4	chisel:block/ctm/circular/sandstone/2	chisel:block/ctm/circular/sandstone/3	dd6c0f5f0d79d62b1ddbcca78fa41066722cdbccc010fb0ae62e99e0e434ca3e
chisel:circular/stone	ctm	chisel:block/circular/stone	block/cube_all	chisel:block/ctm/circular/stone/0	chisel:block/ctm/circular/stone/1	chisel:block/ctm/circular/stone/4	chisel:block/ctm/circular/stone/2	chisel:block/ctm/circular/stone/3	d5ce46ce54fc097803575c5da4c835dcec7094bfa83665b8adc654766fde3037
chisel:circular/white_concrete	ctm	chisel:block/circular/white_concrete	block/cube_all	chisel:block/ctm/circular/white_concrete/0	chisel:block/ctm/circular/white_concrete/1	chisel:block/ctm/circular/white_concrete/4	chisel:block/ctm/circular/white_concrete/2	chisel:block/ctm/circular/white_concrete/3	9f99b1354c9addd7ac939750320d17348c36bfba2498d3c79e12c919e4dd1436
chisel:circular/yellow_concrete	ctm	chisel:block/circular/yellow_concrete	block/cube_all	chisel:block/ctm/circular/yellow_concrete/0	chisel:block/ctm/circular/yellow_concrete/1	chisel:block/ctm/circular/yellow_concrete/4	chisel:block/ctm/circular/yellow_concrete/2	chisel:block/ctm/circular/yellow_concrete/3	6b4327ccd4f22fdd0836e11b28e2c20555f6badea01731694570598749b71b92
chisel:cobble/dirt	ctm	chisel:block/cobble/dirt	block/cube_all	chisel:block/ctm/cobble/dirt/0	chisel:block/ctm/cobble/dirt/1	chisel:block/ctm/cobble/dirt/4	chisel:block/ctm/cobble/dirt/2	chisel:block/ctm/cobble/dirt/3	d0328000d6c20317e11543294322d02fc2db6815ff7e5b4c7f4e5d28802acc20
chisel:crude_horizontal/acacia_planks	ctm	chisel:block/crude_horizontal/acacia_planks	block/cube_all	chisel:block/ctm/crude_horizontal/acacia_planks/0	chisel:block/ctm/crude_horizontal/acacia_planks/1	chisel:block/ctm/crude_horizontal/acacia_planks/4	chisel:block/ctm/crude_horizontal/acacia_planks/2	chisel:block/ctm/crude_horizontal/acacia_planks/3	98982490024cd00d41373d3891f705cc2b21ca28ecbb871ee17a03f27fa6535e
chisel:dent/andesite	ctm	chisel:block/dent/andesite	block/cube_all	chisel:block/ctm/dent/andesite/0	chisel:block/ctm/dent/andesite/1	chisel:block/ctm/dent/andesite/4	chisel:block/ctm/dent/andesite/2	chisel:block/ctm/dent/andesite/3	f1e744b4d5558ad4cf47b46903af3f3f1056ffce27878df21a4107e36530615b
